article	item-1-11	Benefits and limitations of Generative AI	Deloitte	https://www2.deloitte.com/us/en/pages/consulting/articles/generative-ai-for-enterprises.html	no	https://www2.deloitte.com/content/dam/html/us/gen-ai-all-the-rage/us-gen-ai-rage-desktop.png	Economic Implications	A comprehensive reports on the risks and limits as well as the benefits of AI in business
article	item-1-12	AI-Fueled Productivity: Generative AI Opens New Era of Efficiency Across Industries	NVIDIA	https://blogs.nvidia.com/blog/generative-ai-for-industries/	no	https://blogs.nvidia.com/wp-content/uploads/2023/07/industries-gen-ai-1280x720.jpg	Use case	This article covers the many uses of AI in various industries from finance to energy.
article	item-1-13	For AI in manufacturing, start with data	MIT Management	https://mitsloan.mit.edu/ideas-made-to-matter/ai-manufacturing-start-data	no	imgs/mit.PNG	Use Case	This article covers the impact of AI in manufcaturing and how it can be used to improve production and quality control.
article	item-1-14	Generative AI could raise global GDP by 7%	Goldman Sachs	https://www.goldmansachs.com/intelligence/pages/generative-ai-could-raise-global-gdp-by-7-percent.html	no	no	Use Case	This article covers generative AI's impact on the global industry from a GDP point of view.
article	item-1-15	Generative Artificial Intelligence (AI) Guidelines, tools, news, and more about Generative AI	Harvard University	https://huit.harvard.edu/ai	no	https://huit.harvard.edu/sites/hwpi.harvard.edu/files/huit20/files/ahi_j0186_18.jpg?m=1682453206	Use cases, tools	A list of some guidelines, tools, and use cases for experimenting with and using AI.
article	item-1-16	3 AI Risks and Trustworthiness	NIST	https://airc.nist.gov/AI_RMF_Knowledge_Base/AI_RMF/Foundational_Information/3-sec-characteristics	no	https://huit.harvard.edu/sites/hwpi.harvard.edu/files/huit20/files/ahi_j0186_18.jpg?m=1682453206	AI Security	The National Institute of Standards and Technology analyze the level of risks and trustiworthiness and AI and what this could mean for the future.
article	item-1-17	Samsung Electronics Opens Samsung AI Forum 2023, Showcasing Key Advancements in AI and Computer Engineering	Samsung	https://news.samsung.com/global/samsung-electronics-opens-samsung-ai-forum-2023-showcasing-key-advancements-in-ai-and-computer-engineering	no	no	Use Case	This article covers Samsung Electronics, which held the Samsung AI Forum 2023 in Korea on November 7th, showcasing advancements in artificial intelligence (AI) and computer engineering. The event aimed to foster discussion and collaboration in the field of AI and semiconductor technology.
article	item-1-18	What’s the Future of AI in Business?	Harvard University	https://professional.dce.harvard.edu/blog/whats-the-future-of-ai-in-business/	no	https://professional.dce.harvard.edu/wp-content/uploads/sites/9/2023/10/AI-in-Business.jpg	Business Potential	This article features Mark Esposito, an AI expert and instructor at Harvard DCE Professional & Executive Development, discusses the current and future impact of AI on business.
article	item-1-19	TSMC’s AI-Fueled Rally Puts it on Cusp of Rejoining World’s Top 10 Biggest Stocks	Bloomberg	https://www.bloomberg.com/news/articles/2024-02-16/tsmc-s-ai-fueled-rally-puts-it-on-cusp-of-rejoining-world-s-10-biggest-stocks	no	https://professional.dce.harvard.edu/wp-content/uploads/sites/9/2023/10/AI-in-Business.jpg	Economic Implications	This arrticle covers Taiwan Semiconductor Manufacturing Co. (TSMC), which is on the verge of rejoining the world's top 10 most valuable companies, experiencing a $42 billion surge in its market value
article	item-1-20	What are Large Language Models (LLM)?	AWS	https://aws.amazon.com/what-is/large-language-model/	no	no	Use Case	This article explores how LLMs work and what are some of the different applications of LLMs.
article	item-1-21	The Future Of Work: How Will AI Change Business?	Forbes (David Morel)	https://www.forbes.com/sites/davidmorel/2023/08/31/the-future-of-work-how-will-ai-change-business/?sh=9de380378e7f	no	https://imageio.forbes.com/specials-images/imageserve/64f0a63314b5bfe4d1eeedf7/FRANCE-TECHNOLOGY-IT-AI/960x0.jpg?format=jpg&width=1440	Business Potential	This article explains how AI will change businesses in future years.
article	item-1-22	Four Practices Your Organization May Need to Lead Its AI Transformation	Harvard Business Review	https://hbr.org/sponsored/2022/04/four-practices-your-organization-may-need-to-lead-its-ai-transformation	no	https://hbr.org/resources/images/article_assets/2022/03/State-of-AI_1200x675.jpg	Change management	This article discusses 4 different change management practices that can help leaders implement, adapt to, and utilize AI.
article	item-1-23	Make Every Voice Heard with Natural Language Processing	SAS	https://www.sas.com/content/dam/SAS/documents/marketing-whitepapers-ebooks/ebooks/en/natural-language-processing-110641.pdf	no	imgs/sa2.PNG	Use Case, Tools	This article discusses how natural language processing works and how it is used in generative AI.
Book	item-2-1	The Digital Mindset: What It Really Takes to Thrive in the Age of Data, Algorithms, and AI Hardcover – May 10, 2022	Paul Leonardi, Tsedal Neeley	no	no	imgs/dms.png	Change management	The book  introduces three approaches to developing a digital mindset—Collaboration, Computation, and Change—and the perspectives and actions within each approach that will enable you to develop the digital skills you need. With a digital mindset, you'll ask the right questions, make smart decisions, and appreciate new possibilities for a digital future. Leaders who adopt these approaches will be able to develop their organization's talent and prepare their company for successful and continued digital transformation.
Book	item-2-2	All-in On AI: How Smart Companies Win Big with Artificial Intelligence	Thomas H. Davenport, Nitin Mittal	no	no	imgs/all.jpg	Business potential	If you're curious about the next phase in the implementation of artificial intelligence within companies, or if you're looking to adopt this powerful technology in a more robust way yourself, All-In on AI will give you a rare inside look at what the leading adopters are doing, while providing you with the tools to put AI at the core of everything you do.
Book	item-2-3	The Alignment Problem: Machine Learning and Human Values	Brian Christian	no	no	imgs/apl.jpeg	Issues to consider	In a blend of history and on-the-ground reporting, Christian traces the explosive growth in the field of machine learning and surveys its current, sprawling frontier. Listeners encounter a discipline finding its legs amid exhilarating and sometimes terrifying progress. Whether they - and we - succeed or fail in solving the alignment problem will be a defining human story.
Book	item-2-4	Brave New Work: Are You Ready to Reinvent Your Organization?	Aaron Dignan	no	no	imgs/bwn.jpg	Change management	In this book, Aaron Dignan reveals his proven approach for eliminating red tape, dissolving bureaucracy, and doing the best work of your life. He’s found that nearly everyone, from Wall Street to Silicon Valley, points to the same frustrations: lack of trust, bottlenecks in decision making, siloed functions and teams, meeting and email overload, tiresome budgeting, short-term thinking, and more. Is there any hope for a solution? Haven’t countless business gurus promised the answer, yet changed almost nothing about the way we work? That’s because we fail to recognize that organizations aren’t machines to be predicted and controlled. They’re complex human systems full of potential waiting to be released. Dignan says you can’t fix a team, department, or organization by tinkering around the edges.
course	item-3-1	ChatGPT Prompt Engineering for Developers	DeepLearning.AI	https://www.deeplearning.ai/short-courses/chatgpt-prompt-engineering-for-developers/	no	https://www.deeplearning.ai/_next/image/?url=https%3A%2F%2Fwordpress.deeplearning.ai%2Fwp-content%2Fuploads%2F2023%2F05%2Fenlarge_ChatGPT_Prompt_Engineering_for_Developers_2-1.jpg&w=3840&q=75	Tools	Learn prompt engineering, explore LLM applications like custom chatbots, and practice with the OpenAI API
course	item-3-2	HarvardX: CS50's Introduction to Artificial Intelligence with Python	EdX	https://www.edx.org/learn/artificial-intelligence/harvard-university-cs50-s-introduction-to-artificial-intelligence-with-python	no	https://prod-discovery.edx-cdn.org/cdn-cgi/image/width=auto,height=auto,quality=75,format=webp/media/course/image/3a31db71-de8f-45f1-ae65-11981ed9d680-b801bb328333.small.png	Use Case	A 7-week free course on the basis of Artificial Intelligence through Python
course	item-3-3	12 days of no-cost training to learn generative AI this December	Google Cloud	https://cloud.google.com/blog/topics/training-certifications/12-days-of-no-cost-generative-ai-training	no	https://storage.googleapis.com/gweb-cloudblog-publish/images/Blog_hero_holiday_campaign_2023.max-2600x2600.png	Use Case	This article explore different ways people can learn more about AI.
opensource	item-4-1	HuggingFace	HuggingFace	https://huggingface.co	no	https://huggingface.co/front/assets/huggingface_logo-noborder.svg	Tools	This is a website and forum for open source generative AI development and use.
report	item-5-1	State of Generative AI in the Enterprise 2024	Deloitte	https://www2.deloitte.com/content/dam/Deloitte/us/Documents/consulting/us-state-of-gen-ai-report.pdf	no	no	Use Case	Explore findings from the Deloitte AI Institute's report tracking generative AI trends, business impacts, and challenges throughout 2024.
report	item-5-2	Change Management for Artificial Intelligence Adoption	Booz Allen Hamilton	https://www.boozallen.com/insights/ai/change-management-for-artificial-intelligence-adoption.html	no	https://www.boozallen.com/content/dam/boozallen_site/sig/images/hero/finger-on-a-phone-with-iot-icons-overlaid.jpg/jcr:content/renditions/original.jpeg.transform/1900x430/q82/feature/image.jpeg	Change Management	A detailed change management approach to  help organizations navigate the increased adoption of AI capabilities.
report	item-5-3	Becoming an AI-fueled Organization	Deliotte	https://www2.deloitte.com/content/dam/insights/articles/US144384_CIR-State-of-AI-4th-edition/DI_CIR_State-of-AI-4th-edition.pdf	no	no	Change Management	The article discusses the rapidly evolving landscape of AI adoption in enterprises, noting significant progress while acknowledging the journey towards full integration, highlighting the potential for meaningful advancements and the importance of leveraging best practices to navigate transformational challenges.
report	item-5-4	Generative AI: How will it affect future jobs and workflows?	McKinsey Global Institute	https://www.mckinsey.com/mgi/our-research/generative-ai-how-will-it-affect-future-jobs-and-workflows	no	https://www.mckinsey.com/~/media/mckinsey/mckinsey%20global%20institute/our%20research/generative%20ai%20how%20will%20it%20affect%20future%20jobs%20and%20workflows/generative-ai-generator-of-new-jobs-and-workflows-460688635-hero-1536x864.jpg?cq=50&mw=1536&car=2:1&cpy=Center	Business Potential	Insights into how innovations in generative AI will change the ways people work.
report	item-5-5	The organization of the future: Enabled by gen AI, driven by people	McKinsey & Company	https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/the-organization-of-the-future-enabled-by-gen-ai-driven-by-people	no	https://www.mckinsey.com/~/media/mckinsey/business%20functions/people%20and%20organizational%20performance/our%20insights/the%20organization%20of%20the%20future%20enabled%20by%20gen%20ai%20driven%20by%20people/the_organization_of_the_future__1135819437_hero_1536x864.jpg?cq=50&mw=1536&car=2:1&cpy=Center	Business Potential	This report explores how organizations can empower their employees to level up with AI.
report	item-5-6	Gen AI and the future of work: what businesses need to know	Cognizant	https://www.cognizant.com/us/en/aem-i/generative-ai-future-of-work	no	no	Business Potential	This report discusses how organizations can leverage generative AI to augment their work.
report	item-5-7	A new era of generative AI for everyone	Accenture	https://www.accenture.com/content/dam/accenture/final/accenture-com/document/Accenture-A-New-Era-of-Generative-AI-for-Everyone.pdf#zoom=40	no	https://dynamicmedia.accenture.com/is/image/accenture/Acenture-L2-Placeholder-Image-Gen-Ai-3840x2160:rad-3x2?ts=1707941762031&dpr=off&wid=1024	Business Potential	This report addresses how generative AI will transform organizations and empower teams.
video	item-6-1	AI: What is the Future of Artificial Intelligence	BBC News	https://www.youtube.com/watch?v=LK5j3pp0Too	<iframe height="500" src="https://www.youtube.com/embed/LK5j3pp0Too?si=SaKfMTAYz-ia9iFK" title="YouTube video player" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share" allowfullscreen></iframe>	no	Use Case	This interview covers how AI can be used to advance aspects of engineering, healthcare, and society as a whole. Embracing and harnessing AI is key to shaping the future, though challenges when it comes to integration are unavoidable.
video	item-6-2	The AI revolution: Google's developers on the future of artificial intelligence | 60 Minutes	60 Minutes with Google	https://www.youtube.com/watch?v=880TBXMuzmk	<iframe height="500" src="https://www.youtube.com/embed/880TBXMuzmk?si=q2OPkjtTW8-xOsip" title="YouTube video player" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share" allowfullscreen></iframe>	https://yt3.ggpht.com/6is8wo4LohoLQWpC_HeuxcLjIimGuzJqYIqP4KRdeI6jQx6hgfbKOyIEaIV4mGwrpwI1dC5Y=s48-c-k-c0x00ffffff-no-rj	News	Competitive pressure among tech giants is propelling society into the future of artificial intelligence, ready or not. Scott Pelley dives into the world of AI with Google CEO Sundar Pichai.
video	item-6-3	Andrew Ng: Opportunities in AI - 2023	Andrew Ng- Stanford University	https://www.youtube.com/watch?v=5p248yoa3oE	<iframe height="500" src="https://www.youtube.com/embed/5p248yoa3oE?si=6sFeXbZ7qa5y52Jr" title="YouTube video player" frameborder="0" allow="accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share" allowfullscreen></iframe>	https://yt3.ggpht.com/j8Gqr1z_an8WEyAIXRdkPKdaYbnxCSLwPEZb9tF-YHk6sNyvWDCWAzNxM_NAbbOmpF8_99ytWQ=s48-c-k-c0x00ffffff-no-rj	Opportunities in AI	This talk covers: Trends in AI Technologies and Tools, Supervised Learning, Generative AI, The Adoption of AI Opportunities in AI Process for Building Startups and AI Risks and Social Impact
